2025-05-26 14:37:50.224 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-26 14:37:52.061 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [XForwardedRemoteAddr]
2025-05-26 14:37:52.061 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Weight]
2025-05-26 14:37:52.061 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [CloudFoundryRouteService]
2025-05-26 14:37:52.253 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 19 endpoints beneath base path '/actuator'
2025-05-26 14:37:52.596 [main] INFO  o.s.boot.web.embedded.netty.NettyWebServer - Netty started on port 8080 (http)
2025-05-26 14:37:52.885 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-05-26 14:37:52.885 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-05-26 14:37:52.885 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-05-26 14:37:52.888 [main] INFO  com.alibaba.nacos.client.naming - FailoverDataSource type is class com.alibaba.nacos.client.naming.backups.datasource.DiskFailoverDataSource
2025-05-26 14:37:52.890 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-05-26 14:37:52.890 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-05-26 14:37:52.970 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of ad51b304-b45f-4498-9cea-5268380a7dfc
2025-05-26 14:37:52.971 [main] INFO  com.alibaba.nacos.client.naming - Create naming rpc client for uuid->ad51b304-b45f-4498-9cea-5268380a7dfc
2025-05-26 14:37:52.972 [main] INFO  com.alibaba.nacos.common.remote.client - [ad51b304-b45f-4498-9cea-5268380a7dfc] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-05-26 14:37:52.972 [main] INFO  com.alibaba.nacos.common.remote.client - [ad51b304-b45f-4498-9cea-5268380a7dfc] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-05-26 14:37:52.972 [main] INFO  com.alibaba.nacos.common.remote.client - [ad51b304-b45f-4498-9cea-5268380a7dfc] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-05-26 14:37:52.972 [main] INFO  com.alibaba.nacos.common.remote.client - [ad51b304-b45f-4498-9cea-5268380a7dfc] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-05-26 14:37:52.972 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-26 14:37:52.986 [main] INFO  com.alibaba.nacos.common.remote.client - [ad51b304-b45f-4498-9cea-5268380a7dfc] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1748241472976_127.0.0.1_49390
2025-05-26 14:37:52.987 [main] INFO  com.alibaba.nacos.common.remote.client - [ad51b304-b45f-4498-9cea-5268380a7dfc] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-05-26 14:37:52.987 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.common.remote.client - [ad51b304-b45f-4498-9cea-5268380a7dfc] Notify connected event to listeners.
2025-05-26 14:37:52.987 [main] INFO  com.alibaba.nacos.common.remote.client - [ad51b304-b45f-4498-9cea-5268380a7dfc] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$439/0x0000000800ff5228
2025-05-26 14:37:52.987 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.client.naming - Grpc connection connect
2025-05-26 14:37:52.987 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] public registering service wxy-cloud-gateway with instance Instance{instanceId='null', ip='192.168.137.1', port=8080, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={management.endpoints.web.base-path=/actuator, IPv6=null, preserved.register.source=SPRING_CLOUD}}
2025-05-26 14:37:53.005 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP wxy-cloud-gateway 192.168.137.1:8080 register finished
2025-05-26 14:37:53.041 [boundedElastic-4] INFO  com.alibaba.nacos.client.naming - [SUBSCRIBE-SERVICE] service:wxy-cloud-gateway, group:DEFAULT_GROUP, clusters: 
2025-05-26 14:37:53.042 [boundedElastic-4] INFO  com.alibaba.nacos.client.naming - [GRPC-SUBSCRIBE] service:wxy-cloud-gateway, group:DEFAULT_GROUP, cluster: 
2025-05-26 14:37:53.042 [boundedElastic-3] INFO  com.alibaba.nacos.client.naming - [SUBSCRIBE-SERVICE] service:wxy-cloud-gateway, group:DEFAULT_GROUP, clusters: 
2025-05-26 14:37:53.042 [boundedElastic-3] INFO  com.alibaba.nacos.client.naming - [GRPC-SUBSCRIBE] service:wxy-cloud-gateway, group:DEFAULT_GROUP, cluster: 
2025-05-26 14:37:53.060 [boundedElastic-4] INFO  com.alibaba.nacos.client.naming - init new ips(1) service: DEFAULT_GROUP@@wxy-cloud-gateway -> [{"instanceId":"192.168.137.1#8080#DEFAULT#DEFAULT_GROUP@@wxy-cloud-gateway","ip":"192.168.137.1","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@wxy-cloud-gateway","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
2025-05-26 14:37:53.060 [boundedElastic-3] INFO  com.alibaba.nacos.client.naming - init new ips(1) service: DEFAULT_GROUP@@wxy-cloud-gateway -> [{"instanceId":"192.168.137.1#8080#DEFAULT#DEFAULT_GROUP@@wxy-cloud-gateway","ip":"192.168.137.1","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@wxy-cloud-gateway","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
2025-05-26 14:37:53.065 [boundedElastic-4] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@wxy-cloud-gateway -> [{"instanceId":"192.168.137.1#8080#DEFAULT#DEFAULT_GROUP@@wxy-cloud-gateway","ip":"192.168.137.1","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@wxy-cloud-gateway","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
2025-05-26 14:37:53.065 [boundedElastic-3] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@wxy-cloud-gateway -> [{"instanceId":"192.168.137.1#8080#DEFAULT#DEFAULT_GROUP@@wxy-cloud-gateway","ip":"192.168.137.1","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@wxy-cloud-gateway","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
2025-05-26 14:37:53.118 [main] INFO  c.a.c.n.discovery.NacosDiscoveryHeartBeatPublisher - Start nacos heartBeat task scheduler.
2025-05-26 14:37:53.157 [main] INFO  top.wxy.GatewayApplication - Started GatewayApplication in 4.856 seconds (process running for 5.497)
2025-05-26 14:37:53.169 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - config listener notify warn timeout millis use default 60000 millis 
2025-05-26 14:37:53.170 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - nacos.cache.data.init.snapshot = true 
2025-05-26 14:37:53.171 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848] [subscribe] datasource.yaml+DEFAULT_GROUP
2025-05-26 14:37:53.172 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848] [add-listener] ok, tenant=, dataId=datasource.yaml, group=DEFAULT_GROUP, cnt=1
2025-05-26 14:37:53.172 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=datasource.yaml, group=DEFAULT_GROUP
2025-05-26 14:37:53.174 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848] [subscribe] common.yaml+DEFAULT_GROUP
2025-05-26 14:37:53.174 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848] [add-listener] ok, tenant=, dataId=common.yaml, group=DEFAULT_GROUP, cnt=1
2025-05-26 14:37:53.174 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=common.yaml, group=DEFAULT_GROUP
2025-05-26 14:37:53.578 [nacos-grpc-client-executor-127.0.0.1-12] INFO  com.alibaba.nacos.common.remote.client - [ad51b304-b45f-4498-9cea-5268380a7dfc] Receive server push request, request = NotifySubscriberRequest, requestId = 1
2025-05-26 14:37:53.579 [nacos-grpc-client-executor-127.0.0.1-12] INFO  com.alibaba.nacos.common.remote.client - [ad51b304-b45f-4498-9cea-5268380a7dfc] Ack server push request, request = NotifySubscriberRequest, requestId = 1
2025-05-26 14:37:58.751 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-26 14:37:58.778 [main] INFO  top.wxy.UserApplication - Starting UserApplication using Java 17.0.4.1 with PID 23728 (E:\微服务学习\MicroService_Learning\wxy-cloud\wxy-cloud-user\target\classes started by 笼中雀 in E:\微服务学习\MicroService_Learning\wxy-cloud)
2025-05-26 14:37:58.779 [main] INFO  top.wxy.UserApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-26 14:37:58.808 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=common.yaml, group=DEFAULT_GROUP] success
2025-05-26 14:37:58.808 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=datasource.yaml, group=DEFAULT_GROUP] success
2025-05-26 14:37:59.617 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-05-26 14:37:59.618 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-05-26 14:37:59.645 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 16 ms. Found 0 Redis repository interfaces.
2025-05-26 14:37:59.828 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=4590e336-6617-3dec-9f07-aaedb3e29ee4
2025-05-26 14:38:00.449 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8082 (http)
2025-05-26 14:38:00.460 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8082"]
2025-05-26 14:38:00.461 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-05-26 14:38:00.462 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.26]
2025-05-26 14:38:00.521 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-26 14:38:00.521 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1712 ms
2025-05-26 14:38:00.745 [main] INFO  org.redisson.Version - Redisson 3.21.3
2025-05-26 14:38:01.012 [redisson-netty-2-5] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for localhost/127.0.0.1:6379
2025-05-26 14:38:01.061 [redisson-netty-2-20] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for localhost/127.0.0.1:6379
2025-05-26 14:38:01.280 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2025-05-26 14:38:01.521 [main] INFO  com.zaxxer.hikari.pool.HikariPool - master - Added connection com.mysql.cj.jdbc.ConnectionImpl@35e0d91e
2025-05-26 14:38:01.522 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Start completed.
2025-05-26 14:38:01.523 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2025-05-26 14:38:01.523 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2025-05-26 14:38:02.083 [main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Found 2 AuthenticationProvider beans, with names [daoAuthenticationProvider, mobileAuthenticationProvider]. Global Authentication Manager will not be configured with AuthenticationProviders. Consider publishing a single AuthenticationProvider bean, or wiring your Providers directly using the DSL.
2025-05-26 14:38:02.084 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
2025-05-26 14:38:02.819 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 19 endpoints beneath base path '/actuator'
2025-05-26 14:38:03.688 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8082"]
2025-05-26 14:38:03.697 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8082 (http) with context path '/'
2025-05-26 14:38:03.701 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-05-26 14:38:03.701 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-05-26 14:38:03.701 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-05-26 14:38:03.705 [main] INFO  com.alibaba.nacos.client.naming - FailoverDataSource type is class com.alibaba.nacos.client.naming.backups.datasource.DiskFailoverDataSource
2025-05-26 14:38:03.708 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-05-26 14:38:03.708 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-05-26 14:38:03.791 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 4e86e902-5ebc-4015-a7ad-f0f2e46608ff
2025-05-26 14:38:03.792 [main] INFO  com.alibaba.nacos.client.naming - Create naming rpc client for uuid->4e86e902-5ebc-4015-a7ad-f0f2e46608ff
2025-05-26 14:38:03.792 [main] INFO  com.alibaba.nacos.common.remote.client - [4e86e902-5ebc-4015-a7ad-f0f2e46608ff] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-05-26 14:38:03.792 [main] INFO  com.alibaba.nacos.common.remote.client - [4e86e902-5ebc-4015-a7ad-f0f2e46608ff] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-05-26 14:38:03.792 [main] INFO  com.alibaba.nacos.common.remote.client - [4e86e902-5ebc-4015-a7ad-f0f2e46608ff] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-05-26 14:38:03.793 [main] INFO  com.alibaba.nacos.common.remote.client - [4e86e902-5ebc-4015-a7ad-f0f2e46608ff] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-05-26 14:38:03.793 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-26 14:38:03.805 [main] INFO  com.alibaba.nacos.common.remote.client - [4e86e902-5ebc-4015-a7ad-f0f2e46608ff] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1748241483796_127.0.0.1_49430
2025-05-26 14:38:03.805 [main] INFO  com.alibaba.nacos.common.remote.client - [4e86e902-5ebc-4015-a7ad-f0f2e46608ff] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-05-26 14:38:03.805 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.common.remote.client - [4e86e902-5ebc-4015-a7ad-f0f2e46608ff] Notify connected event to listeners.
2025-05-26 14:38:03.805 [main] INFO  com.alibaba.nacos.common.remote.client - [4e86e902-5ebc-4015-a7ad-f0f2e46608ff] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$444/0x0000000801010228
2025-05-26 14:38:03.805 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.client.naming - Grpc connection connect
2025-05-26 14:38:03.806 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] public registering service wxy-cloud-user with instance Instance{instanceId='null', ip='192.168.137.1', port=8082, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={management.endpoints.web.base-path=/actuator, IPv6=null, preserved.register.source=SPRING_CLOUD}}
2025-05-26 14:38:03.817 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP wxy-cloud-user 192.168.137.1:8082 register finished
2025-05-26 14:38:04.026 [main] INFO  top.wxy.UserApplication - Started UserApplication in 6.659 seconds (process running for 7.301)
2025-05-26 14:38:04.041 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - config listener notify warn timeout millis use default 60000 millis 
2025-05-26 14:38:04.041 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - nacos.cache.data.init.snapshot = true 
2025-05-26 14:38:04.042 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848] [subscribe] datasource.yaml+DEFAULT_GROUP
2025-05-26 14:38:04.050 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848] [add-listener] ok, tenant=, dataId=datasource.yaml, group=DEFAULT_GROUP, cnt=1
2025-05-26 14:38:04.050 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=datasource.yaml, group=DEFAULT_GROUP
2025-05-26 14:38:04.051 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848] [subscribe] common.yaml+DEFAULT_GROUP
2025-05-26 14:38:04.051 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848] [add-listener] ok, tenant=, dataId=common.yaml, group=DEFAULT_GROUP, cnt=1
2025-05-26 14:38:04.051 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=common.yaml, group=DEFAULT_GROUP
2025-05-26 14:38:04.406 [RMI TCP Connection(2)-192.168.137.1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-26 14:38:04.406 [RMI TCP Connection(2)-192.168.137.1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-05-26 14:38:04.407 [RMI TCP Connection(2)-192.168.137.1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-05-26 14:38:23.165 [boundedElastic-3] INFO  com.alibaba.nacos.client.naming - [SUBSCRIBE-SERVICE] service:wxy-cloud-iot, group:DEFAULT_GROUP, clusters: 
2025-05-26 14:38:23.165 [boundedElastic-3] INFO  com.alibaba.nacos.client.naming - [GRPC-SUBSCRIBE] service:wxy-cloud-iot, group:DEFAULT_GROUP, cluster: 
2025-05-26 14:38:23.166 [boundedElastic-5] INFO  com.alibaba.nacos.client.naming - [SUBSCRIBE-SERVICE] service:wxy-cloud-user, group:DEFAULT_GROUP, clusters: 
2025-05-26 14:38:23.166 [boundedElastic-5] INFO  com.alibaba.nacos.client.naming - [GRPC-SUBSCRIBE] service:wxy-cloud-user, group:DEFAULT_GROUP, cluster: 
2025-05-26 14:38:23.166 [boundedElastic-4] INFO  com.alibaba.nacos.client.naming - [SUBSCRIBE-SERVICE] service:wxy-cloud-iot, group:DEFAULT_GROUP, clusters: 
2025-05-26 14:38:23.166 [boundedElastic-4] INFO  com.alibaba.nacos.client.naming - [GRPC-SUBSCRIBE] service:wxy-cloud-iot, group:DEFAULT_GROUP, cluster: 
2025-05-26 14:38:23.166 [boundedElastic-6] INFO  com.alibaba.nacos.client.naming - [SUBSCRIBE-SERVICE] service:wxy-cloud-user, group:DEFAULT_GROUP, clusters: 
2025-05-26 14:38:23.167 [boundedElastic-6] INFO  com.alibaba.nacos.client.naming - [GRPC-SUBSCRIBE] service:wxy-cloud-user, group:DEFAULT_GROUP, cluster: 
2025-05-26 14:38:23.173 [boundedElastic-3] INFO  com.alibaba.nacos.client.naming - init new ips(1) service: DEFAULT_GROUP@@wxy-cloud-iot -> [{"instanceId":"192.168.137.1#8083#DEFAULT#DEFAULT_GROUP@@wxy-cloud-iot","ip":"192.168.137.1","port":8083,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@wxy-cloud-iot","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
2025-05-26 14:38:23.173 [boundedElastic-5] INFO  com.alibaba.nacos.client.naming - init new ips(1) service: DEFAULT_GROUP@@wxy-cloud-user -> [{"instanceId":"192.168.137.1#8082#DEFAULT#DEFAULT_GROUP@@wxy-cloud-user","ip":"192.168.137.1","port":8082,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@wxy-cloud-user","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
2025-05-26 14:38:23.173 [boundedElastic-5] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@wxy-cloud-user -> [{"instanceId":"192.168.137.1#8082#DEFAULT#DEFAULT_GROUP@@wxy-cloud-user","ip":"192.168.137.1","port":8082,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@wxy-cloud-user","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
2025-05-26 14:38:23.173 [boundedElastic-3] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@wxy-cloud-iot -> [{"instanceId":"192.168.137.1#8083#DEFAULT#DEFAULT_GROUP@@wxy-cloud-iot","ip":"192.168.137.1","port":8083,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@wxy-cloud-iot","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
2025-05-26 14:38:23.719 [nacos-grpc-client-executor-127.0.0.1-57] INFO  com.alibaba.nacos.common.remote.client - [ad51b304-b45f-4498-9cea-5268380a7dfc] Receive server push request, request = NotifySubscriberRequest, requestId = 2
2025-05-26 14:38:23.721 [nacos-grpc-client-executor-127.0.0.1-57] INFO  com.alibaba.nacos.common.remote.client - [ad51b304-b45f-4498-9cea-5268380a7dfc] Ack server push request, request = NotifySubscriberRequest, requestId = 2
